Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,
HHS Region 8,4 wk ahead,Bin,percent,5.2,5.3,0.001123105
HHS Region 8,4 wk ahead,Bin,percent,5.3,5.4,0.000440476
HHS Region 8,4 wk ahead,Bin,percent,5.4,5.5,0.000626645
HHS Region 8,4 wk ahead,Bin,percent,5.5,5.6,0.000626645
HHS Region 8,4 wk ahead,Bin,percent,5.6,5.7,0.000688703
HHS Region 8,4 wk ahead,Bin,percent,5.7,5.8,0.000750761
HHS Region 8,4 wk ahead,Bin,percent,5.8,5.9,0.000440474
HHS Region 8,4 wk ahead,Bin,percent,5.9,6,0.00031636
HHS Region 8,4 wk ahead,Bin,percent,6,6.1,0.000440473
HHS Region 8,4 wk ahead,Bin,percent,6.1,6.2,0.000254301
HHS Region 8,4 wk ahead,Bin,percent,6.2,6.3,0.000378416
HHS Region 8,4 wk ahead,Bin,percent,6.3,6.4,0.000378417
HHS Region 8,4 wk ahead,Bin,percent,6.4,6.5,0.000316362
HHS Region 8,4 wk ahead,Bin,percent,6.5,6.6,0.000440475
HHS Region 8,4 wk ahead,Bin,percent,6.6,6.7,0.000254304
HHS Region 8,4 wk ahead,Bin,percent,6.7,6.8,0.000254301
HHS Region 8,4 wk ahead,Bin,percent,6.8,6.9,0.000254301
HHS Region 8,4 wk ahead,Bin,percent,6.9,7,0.000254301
HHS Region 8,4 wk ahead,Bin,percent,7,7.1,0.000316359
HHS Region 8,4 wk ahead,Bin,percent,7.1,7.2,0.000254302
HHS Region 8,4 wk ahead,Bin,percent,7.2,7.3,0.00031636
HHS Region 8,4 wk ahead,Bin,percent,7.3,7.4,0.00031636
HHS Region 8,4 wk ahead,Bin,percent,7.4,7.5,0.000316359
HHS Region 8,4 wk ahead,Bin,percent,7.5,7.6,0.000254301
HHS Region 8,4 wk ahead,Bin,percent,7.6,7.7,0.000254302
HHS Region 8,4 wk ahead,Bin,percent,7.7,7.8,0.000254305
HHS Region 8,4 wk ahead,Bin,percent,7.8,7.9,0.000254302
HHS Region 8,4 wk ahead,Bin,percent,7.9,8,0.000254303
HHS Region 8,4 wk ahead,Bin,percent,8,8.1,0.000254302
HHS Region 8,4 wk ahead,Bin,percent,8.1,8.2,0.000254302
HHS Region 8,4 wk ahead,Bin,percent,8.2,8.3,0.000254301
HHS Region 8,4 wk ahead,Bin,percent,8.3,8.4,0.000254301
HHS Region 8,4 wk ahead,Bin,percent,8.4,8.5,0.000254302
HHS Region 8,4 wk ahead,Bin,percent,8.5,8.6,0.000254302
HHS Region 8,4 wk ahead,Bin,percent,8.6,8.7,0.000254303
HHS Region 8,4 wk ahead,Bin,percent,8.7,8.8,0.000254303
HHS Region 8,4 wk ahead,Bin,percent,8.8,8.9,0.000254304
HHS Region 8,4 wk ahead,Bin,percent,8.9,9,0.000254301
HHS Region 8,4 wk ahead,Bin,percent,9,9.1,0.000254303
HHS Region 8,4 wk ahead,Bin,percent,9.1,9.2,0.000254301
HHS Region 8,4 wk ahead,Bin,percent,9.2,9.3,0.000254303
HHS Region 8,4 wk ahead,Bin,percent,9.3,9.4,0.000254302
HHS Region 8,4 wk ahead,Bin,percent,9.4,9.5,0.000254303
HHS Region 8,4 wk ahead,Bin,percent,9.5,9.6,0.000254302
HHS Region 8,4 wk ahead,Bin,percent,9.6,9.7,0.000254301
HHS Region 8,4 wk ahead,Bin,percent,9.7,9.8,0.000254301
HHS Region 8,4 wk ahead,Bin,percent,9.8,9.9,0.000254301
HHS Region 8,4 wk ahead,Bin,percent,9.9,10,0.000254303
HHS Region 8,4 wk ahead,Bin,percent,10,10.1,0.000254303
HHS Region 8,4 wk ahead,Bin,percent,10.1,10.2,0.000254306
HHS Region 8,4 wk ahead,Bin,percent,10.2,10.3,0.000254302
HHS Region 8,4 wk ahead,Bin,percent,10.3,10.4,0.000254302
HHS Region 8,4 wk ahead,Bin,percent,10.4,10.5,0.0002543
HHS Region 8,4 wk ahead,Bin,percent,10.5,10.6,0.000254302
HHS Region 8,4 wk ahead,Bin,percent,10.6,10.7,0.000254302
HHS Region 8,4 wk ahead,Bin,percent,10.7,10.8,0.000254303
HHS Region 8,4 wk ahead,Bin,percent,10.8,10.9,0.000254303
HHS Region 8,4 wk ahead,Bin,percent,10.9,11,0.000254302
HHS Region 8,4 wk ahead,Bin,percent,11,11.1,0.000254301
HHS Region 8,4 wk ahead,Bin,percent,11.1,11.2,0.000254301
HHS Region 8,4 wk ahead,Bin,percent,11.2,11.3,0.000254303
HHS Region 8,4 wk ahead,Bin,percent,11.3,11.4,0.000254302
HHS Region 8,4 wk ahead,Bin,percent,11.4,11.5,0.000254304
HHS Region 8,4 wk ahead,Bin,percent,11.5,11.6,0.000254303
HHS Region 8,4 wk ahead,Bin,percent,11.6,11.7,0.000254302
HHS Region 8,4 wk ahead,Bin,percent,11.7,11.8,0.000254301
HHS Region 8,4 wk ahead,Bin,percent,11.8,11.9,0.000254301
HHS Region 8,4 wk ahead,Bin,percent,11.9,12,0.000254301
HHS Region 8,4 wk ahead,Bin,percent,12,12.1,0.000254302
HHS Region 8,4 wk ahead,Bin,percent,12.1,12.2,0.000254303
HHS Region 8,4 wk ahead,Bin,percent,12.2,12.3,0.000254303
HHS Region 8,4 wk ahead,Bin,percent,12.3,12.4,0.000254303
HHS Region 8,4 wk ahead,Bin,percent,12.4,12.5,0.000254302
HHS Region 8,4 wk ahead,Bin,percent,12.5,12.6,0.000254304
HHS Region 8,4 wk ahead,Bin,percent,12.6,12.7,0.000254299
HHS Region 8,4 wk ahead,Bin,percent,12.7,12.8,0.000254279
HHS Region 8,4 wk ahead,Bin,percent,12.8,12.9,0.000254148
HHS Region 8,4 wk ahead,Bin,percent,12.9,13,0.000253589
HHS Region 8,4 wk ahead,Bin,percent,13,100,0.000101311
HHS Region 9,Season onset,Point,week,NA,NA,37
HHS Region 9,Season onset,Bin,week,40,41,0.000584723
HHS Region 9,Season onset,Bin,week,41,42,0.000584723
HHS Region 9,Season onset,Bin,week,42,43,0.000584729
HHS Region 9,Season onset,Bin,week,43,44,0.000584785
HHS Region 9,Season onset,Bin,week,44,45,0.000585496
HHS Region 9,Season onset,Bin,week,45,46,0.000597487
HHS Region 9,Season onset,Bin,week,46,47,0.000848101
HHS Region 9,Season onset,Bin,week,47,48,0.005830352
HHS Region 9,Season onset,Bin,week,48,49,0.054381095
HHS Region 9,Season onset,Bin,week,49,50,0.861948088
HHS Region 9,Season onset,Bin,week,50,51,0.054381095
HHS Region 9,Season onset,Bin,week,51,52,0.00594844
HHS Region 9,Season onset,Bin,week,52,53,0.000848101
HHS Region 9,Season onset,Bin,week,1,2,0.000597487
HHS Region 9,Season onset,Bin,week,2,3,0.000585496
HHS Region 9,Season onset,Bin,week,3,4,0.000584785
HHS Region 9,Season onset,Bin,week,4,5,0.000584729
HHS Region 9,Season onset,Bin,week,5,6,0.000584723
HHS Region 9,Season onset,Bin,week,6,7,0.000584723
HHS Region 9,Season onset,Bin,week,7,8,0.000584723
HHS Region 9,Season onset,Bin,week,8,9,0.000584723
HHS Region 9,Season onset,Bin,week,9,10,0.000584723
HHS Region 9,Season onset,Bin,week,10,11,0.000584723
HHS Region 9,Season onset,Bin,week,11,12,0.000584723
HHS Region 9,Season onset,Bin,week,12,13,0.000584723
HHS Region 9,Season onset,Bin,week,13,14,0.000584723
HHS Region 9,Season onset,Bin,week,14,15,0.000584723
HHS Region 9,Season onset,Bin,week,15,16,0.000584723
HHS Region 9,Season onset,Bin,week,16,17,0.000584723
HHS Region 9,Season onset,Bin,week,17,18,0.000584723
HHS Region 9,Season onset,Bin,week,18,19,0.000584723
HHS Region 9,Season onset,Bin,week,19,20,0.000584723
HHS Region 9,Season onset,Bin,week,20,21,0.000584723
HHS Region 9,Season onset,Bin,week,none,none,0.000584725
HHS Region 9,Season peak week,Point,week,NA,NA,52
HHS Region 9,Season peak week,Bin,week,40,41,0.001100105
HHS Region 9,Season peak week,Bin,week,41,42,0.001100105
HHS Region 9,Season peak week,Bin,week,42,43,0.001100105
HHS Region 9,Season peak week,Bin,week,43,44,0.001100105
HHS Region 9,Season peak week,Bin,week,44,45,0.001100105
HHS Region 9,Season peak week,Bin,week,45,46,0.001100105
HHS Region 9,Season peak week,Bin,week,46,47,0.001100105
HHS Region 9,Season peak week,Bin,week,47,48,0.001100105
HHS Region 9,Season peak week,Bin,week,48,49,0.001100105
HHS Region 9,Season peak week,Bin,week,49,50,0.001100105
HHS Region 9,Season peak week,Bin,week,50,51,0.001100105
HHS Region 9,Season peak week,Bin,week,51,52,0.001100105
HHS Region 9,Season peak week,Bin,week,52,53,0.756520472
HHS Region 9,Season peak week,Bin,week,1,2,0.039829227
HHS Region 9,Season peak week,Bin,week,2,3,0.031136796
HHS Region 9,Season peak week,Bin,week,3,4,0.026277448
HHS Region 9,Season peak week,Bin,week,4,5,0.023780054
HHS Region 9,Season peak week,Bin,week,5,6,0.021351504
HHS Region 9,Season peak week,Bin,week,6,7,0.017748169
HHS Region 9,Season peak week,Bin,week,7,8,0.020543058
HHS Region 9,Season peak week,Bin,week,8,9,0.011459936
HHS Region 9,Season peak week,Bin,week,9,10,0.003112816
HHS Region 9,Season peak week,Bin,week,10,11,0.006605692
HHS Region 9,Season peak week,Bin,week,11,12,0.005177467
HHS Region 9,Season peak week,Bin,week,12,13,0.002321051
HHS Region 9,Season peak week,Bin,week,13,14,0.002321051
HHS Region 9,Season peak week,Bin,week,14,15,0.002223096
HHS Region 9,Season peak week,Bin,week,15,16,0.002223096
HHS Region 9,Season peak week,Bin,week,16,17,0.002223096
HHS Region 9,Season peak week,Bin,week,17,18,0.002223096
HHS Region 9,Season peak week,Bin,week,18,19,0.002321051
HHS Region 9,Season peak week,Bin,week,19,20,0.002223096
HHS Region 9,Season peak week,Bin,week,20,21,0.005177467
HHS Region 9,Season peak percentage,Point,percent,NA,NA,6.763100836
HHS Region 9,Season peak percentage,Bin,percent,0,0.1,5.2109E-07
HHS Region 9,Season peak percentage,Bin,percent,0.1,0.2,5.2109E-07
HHS Region 9,Season peak percentage,Bin,percent,0.2,0.3,5.2109E-07
HHS Region 9,Season peak percentage,Bin,percent,0.3,0.4,5.2109E-07
HHS Region 9,Season peak percentage,Bin,percent,0.4,0.5,5.2109E-07
HHS Region 9,Season peak percentage,Bin,percent,0.5,0.6,5.2109E-07
HHS Region 9,Season peak percentage,Bin,percent,0.6,0.7,5.2109E-07
HHS Region 9,Season peak percentage,Bin,percent,0.7,0.8,5.2109E-07
HHS Region 9,Season peak percentage,Bin,percent,0.8,0.9,5.2109E-07
HHS Region 9,Season peak percentage,Bin,percent,0.9,1,5.2109E-07
HHS Region 9,Season peak percentage,Bin,percent,1,1.1,5.2109E-07
HHS Region 9,Season peak percentage,Bin,percent,1.1,1.2,5.2109E-07
HHS Region 9,Season peak percentage,Bin,percent,1.2,1.3,5.2109E-07
HHS Region 9,Season peak percentage,Bin,percent,1.3,1.4,5.2109E-07
HHS Region 9,Season peak percentage,Bin,percent,1.4,1.5,1.04218E-06
HHS Region 9,Season peak percentage,Bin,percent,1.5,1.6,5.2109E-07
HHS Region 9,Season peak percentage,Bin,percent,1.6,1.7,5.2109E-07
HHS Region 9,Season peak percentage,Bin,percent,1.7,1.8,5.2109E-07
HHS Region 9,Season peak percentage,Bin,percent,1.8,1.9,1.04218E-06
HHS Region 9,Season peak percentage,Bin,percent,1.9,2,1.04218E-06
HHS Region 9,Season peak percentage,Bin,percent,2,2.1,5.73199E-06
HHS Region 9,Season peak percentage,Bin,percent,2.1,2.2,9.9007E-06
HHS Region 9,Season peak percentage,Bin,percent,2.2,2.3,2.24069E-05
HHS Region 9,Season peak percentage,Bin,percent,2.3,2.4,3.38708E-05
HHS Region 9,Season peak percentage,Bin,percent,2.4,2.5,5.73199E-05
HHS Region 9,Season peak percentage,Bin,percent,2.5,2.6,8.85852E-05
HHS Region 9,Season peak percentage,Bin,percent,2.6,2.7,0.000110992
HHS Region 9,Season peak percentage,Bin,percent,2.7,2.8,0.000166749
HHS Region 9,Season peak percentage,Bin,percent,2.8,2.9,0.000217294
HHS Region 9,Season peak percentage,Bin,percent,2.9,3,0.000294937
HHS Region 9,Season peak percentage,Bin,percent,3,3.1,0.000340793
HHS Region 9,Season peak percentage,Bin,percent,3.1,3.2,0.000389775
HHS Region 9,Season peak percentage,Bin,percent,3.2,3.3,0.000455432
HHS Region 9,Season peak percentage,Bin,percent,3.3,3.4,0.000541412
HHS Region 9,Season peak percentage,Bin,percent,3.4,3.5,0.000637814
HHS Region 9,Season peak percentage,Bin,percent,3.5,3.6,0.000671163
HHS Region 9,Season peak percentage,Bin,percent,3.6,3.7,0.000787888
HHS Region 9,Season peak percentage,Bin,percent,3.7,3.8,0.000807168
HHS Region 9,Season peak percentage,Bin,percent,3.8,3.9,0.000859277
HHS Region 9,Season peak percentage,Bin,percent,3.9,4,0.00099007
HHS Region 9,Season peak percentage,Bin,percent,4,4.1,0.001022378
HHS Region 9,Season peak percentage,Bin,percent,4.1,4.2,0.001068755
HHS Region 9,Season peak percentage,Bin,percent,4.2,4.3,0.001119301
HHS Region 9,Season peak percentage,Bin,percent,4.3,4.4,0.001116695
HHS Region 9,Season peak percentage,Bin,percent,4.4,4.5,0.001175057
HHS Region 9,Season peak percentage,Bin,percent,4.5,4.6,0.001143792
HHS Region 9,Season peak percentage,Bin,percent,4.6,4.7,0.001231856
HHS Region 9,Season peak percentage,Bin,percent,4.7,4.8,0.001189648
HHS Region 9,Season peak percentage,Bin,percent,4.8,4.9,0.001159945
HHS Region 9,Season peak percentage,Bin,percent,4.9,5,0.001156819
HHS Region 9,Season peak percentage,Bin,percent,5,5.1,0.001091683
HHS Region 9,Season peak percentage,Bin,percent,5.1,5.2,0.001076571
HHS Region 9,Season peak percentage,Bin,percent,5.2,5.3,0.001095851
HHS Region 9,Season peak percentage,Bin,percent,5.3,5.4,0.001042179
HHS Region 9,Season peak percentage,Bin,percent,5.4,5.5,0.000949425
HHS Region 9,Season peak percentage,Bin,percent,5.5,5.6,0.000998408
HHS Region 9,Season peak percentage,Bin,percent,5.6,5.7,0.000891063
HHS Region 9,Season peak percentage,Bin,percent,5.7,5.8,0.000855108
HHS Region 9,Season peak percentage,Bin,percent,5.8,5.9,0.000857192
HHS Region 9,Season peak percentage,Bin,percent,5.9,6,0.000809773
HHS Region 9,Season peak percentage,Bin,percent,6,6.1,0.00080352
HHS Region 9,Season peak percentage,Bin,percent,6.1,6.2,0.012408701
HHS Region 9,Season peak percentage,Bin,percent,6.2,6.3,0.012895087
HHS Region 9,Season peak percentage,Bin,percent,6.3,6.4,0.013240331
HHS Region 9,Season peak percentage,Bin,percent,6.4,6.5,0.013565562
HHS Region 9,Season peak percentage,Bin,percent,6.5,6.6,0.013765627
HHS Region 9,Season peak percentage,Bin,percent,6.6,6.7,0.013765307
HHS Region 9,Season peak percentage,Bin,percent,6.7,6.8,0.345059511
HHS Region 9,Season peak percentage,Bin,percent,6.8,6.9,0.026487339
HHS Region 9,Season peak percentage,Bin,percent,6.9,7,0.024869391
HHS Region 9,Season peak percentage,Bin,percent,7,7.1,0.022217567
HHS Region 9,Season peak percentage,Bin,percent,7.1,7.2,0.022410872
HHS Region 9,Season peak percentage,Bin,percent,7.2,7.3,0.021306138
HHS Region 9,Season peak percentage,Bin,percent,7.3,7.4,0.020759288
HHS Region 9,Season peak percentage,Bin,percent,7.4,7.5,0.020434716
HHS Region 9,Season peak percentage,Bin,percent,7.5,7.6,0.018612742
HHS Region 9,Season peak percentage,Bin,percent,7.6,7.7,0.017044079
HHS Region 9,Season peak percentage,Bin,percent,7.7,7.8,0.016763847
HHS Region 9,Season peak percentage,Bin,percent,7.8,7.9,0.014754781
HHS Region 9,Season peak percentage,Bin,percent,7.9,8,0.012200265
HHS Region 9,Season peak percentage,Bin,percent,8,8.1,0.01195648
HHS Region 9,Season peak percentage,Bin,percent,8.1,8.2,0.011600548
HHS Region 9,Season peak percentage,Bin,percent,8.2,8.3,0.010920204
HHS Region 9,Season peak percentage,Bin,percent,8.3,8.4,0.009639099
HHS Region 9,Season peak percentage,Bin,percent,8.4,8.5,0.008694798
HHS Region 9,Season peak percentage,Bin,percent,8.5,8.6,0.009170799
HHS Region 9,Season peak percentage,Bin,percent,8.6,8.7,0.008423579
HHS Region 9,Season peak percentage,Bin,percent,8.7,8.8,0.007419749
HHS Region 9,Season peak percentage,Bin,percent,8.8,8.9,0.007723523
HHS Region 9,Season peak percentage,Bin,percent,8.9,9,0.007364266
HHS Region 9,Season peak percentage,Bin,percent,9,9.1,0.007439508
HHS Region 9,Season peak percentage,Bin,percent,9.1,9.2,0.007485846
HHS Region 9,Season peak percentage,Bin,percent,9.2,9.3,0.008866691
HHS Region 9,Season peak percentage,Bin,percent,9.3,9.4,0.008149012
HHS Region 9,Season peak percentage,Bin,percent,9.4,9.5,0.007267353
HHS Region 9,Season peak percentage,Bin,percent,9.5,9.6,0.00632935
HHS Region 9,Season peak percentage,Bin,percent,9.6,9.7,0.004962744
HHS Region 9,Season peak percentage,Bin,percent,9.7,9.8,0.00383957
HHS Region 9,Season peak percentage,Bin,percent,9.8,9.9,0.003721112
HHS Region 9,Season peak percentage,Bin,percent,9.9,10,0.003187857
HHS Region 9,Season peak percentage,Bin,percent,10,10.1,0.00282634
HHS Region 9,Season peak percentage,Bin,percent,10.1,10.2,0.002801034
HHS Region 9,Season peak percentage,Bin,percent,10.2,10.3,0.002545779
HHS Region 9,Season peak percentage,Bin,percent,10.3,10.4,0.0025562
HHS Region 9,Season peak percentage,Bin,percent,10.4,10.5,0.003299695
HHS Region 9,Season peak percentage,Bin,percent,10.5,10.6,0.003033625
HHS Region 9,Season peak percentage,Bin,percent,10.6,10.7,0.003368887
HHS Region 9,Season peak percentage,Bin,percent,10.7,10.8,0.00423137
HHS Region 9,Season peak percentage,Bin,percent,10.8,10.9,0.005640705
HHS Region 9,Season peak percentage,Bin,percent,10.9,11,0.006466785
HHS Region 9,Season peak percentage,Bin,percent,11,11.1,0.007404064
HHS Region 9,Season peak percentage,Bin,percent,11.1,11.2,0.00656445
HHS Region 9,Season peak percentage,Bin,percent,11.2,11.3,0.00574624
HHS Region 9,Season peak percentage,Bin,percent,11.3,11.4,0.005790936
HHS Region 9,Season peak percentage,Bin,percent,11.4,11.5,0.003594859
HHS Region 9,Season peak percentage,Bin,percent,11.5,11.6,0.003754704
HHS Region 9,Season peak percentage,Bin,percent,11.6,11.7,0.002536623
HHS Region 9,Season peak percentage,Bin,percent,11.7,11.8,0.001951354
HHS Region 9,Season peak percentage,Bin,percent,11.8,11.9,0.002010862
HHS Region 9,Season peak percentage,Bin,percent,11.9,12,0.00154072
HHS Region 9,Season peak percentage,Bin,percent,12,12.1,0.001625174
HHS Region 9,Season peak percentage,Bin,percent,12.1,12.2,0.001008038
HHS Region 9,Season peak percentage,Bin,percent,12.2,12.3,0.000941118
HHS Region 9,Season peak percentage,Bin,percent,12.3,12.4,0.00128493
HHS Region 9,Season peak percentage,Bin,percent,12.4,12.5,0.001007511
HHS Region 9,Season peak percentage,Bin,percent,12.5,12.6,0.001065277
HHS Region 9,Season peak percentage,Bin,percent,12.6,12.7,0.001458821
HHS Region 9,Season peak percentage,Bin,percent,12.7,12.8,0.001375029
HHS Region 9,Season peak percentage,Bin,percent,12.8,12.9,0.002041118
HHS Region 9,Season peak percentage,Bin,percent,12.9,13,0.001825496
HHS Region 9,Season peak percentage,Bin,percent,13,100,0.062623431
HHS Region 9,1 wk ahead,Point,percent,NA,NA,5.105313251
HHS Region 9,1 wk ahead,Bin,percent,0,0.1,0.000856433
HHS Region 9,1 wk ahead,Bin,percent,0.1,0.2,0.000857659
HHS Region 9,1 wk ahead,Bin,percent,0.2,0.3,0.000858514
HHS Region 9,1 wk ahead,Bin,percent,0.3,0.4,0.00085901
HHS Region 9,1 wk ahead,Bin,percent,0.4,0.5,0.000859269
HHS Region 9,1 wk ahead,Bin,percent,0.5,0.6,0.000859404
HHS Region 9,1 wk ahead,Bin,percent,0.6,0.7,0.000859482
HHS Region 9,1 wk ahead,Bin,percent,0.7,0.8,0.000859529
HHS Region 9,1 wk ahead,Bin,percent,0.8,0.9,0.000859557
HHS Region 9,1 wk ahead,Bin,percent,0.9,1,0.000859574
HHS Region 9,1 wk ahead,Bin,percent,1,1.1,0.000859586
HHS Region 9,1 wk ahead,Bin,percent,1.1,1.2,0.000859592
HHS Region 9,1 wk ahead,Bin,percent,1.2,1.3,0.000859595
HHS Region 9,1 wk ahead,Bin,percent,1.3,1.4,0.000859596
HHS Region 9,1 wk ahead,Bin,percent,1.4,1.5,0.000859597
HHS Region 9,1 wk ahead,Bin,percent,1.5,1.6,0.0008596
HHS Region 9,1 wk ahead,Bin,percent,1.6,1.7,0.000859616
HHS Region 9,1 wk ahead,Bin,percent,1.7,1.8,0.000859688
HHS Region 9,1 wk ahead,Bin,percent,1.8,1.9,0.000859965
HHS Region 9,1 wk ahead,Bin,percent,1.9,2,0.000860853
HHS Region 9,1 wk ahead,Bin,percent,2,2.1,0.000863181
HHS Region 9,1 wk ahead,Bin,percent,2.1,2.2,0.000867758
HHS Region 9,1 wk ahead,Bin,percent,2.2,2.3,0.00087532
HHS Region 9,1 wk ahead,Bin,percent,2.3,2.4,0.000885318
HHS Region 9,1 wk ahead,Bin,percent,2.4,2.5,0.000897827
HHS Region 9,1 wk ahead,Bin,percent,2.5,2.6,0.000912685
HHS Region 9,1 wk ahead,Bin,percent,2.6,2.7,0.000929483
HHS Region 9,1 wk ahead,Bin,percent,2.7,2.8,0.000947151
HHS Region 9,1 wk ahead,Bin,percent,2.8,2.9,0.000966182
HHS Region 9,1 wk ahead,Bin,percent,2.9,3,0.001066287
HHS Region 9,1 wk ahead,Bin,percent,3,3.1,0.005400891
HHS Region 9,1 wk ahead,Bin,percent,3.1,3.2,0.001552507
HHS Region 9,1 wk ahead,Bin,percent,3.2,3.3,0.006142893
HHS Region 9,1 wk ahead,Bin,percent,3.3,3.4,0.002637153
HHS Region 9,1 wk ahead,Bin,percent,3.4,3.5,0.003505523
HHS Region 9,1 wk ahead,Bin,percent,3.5,3.6,0.008784256
HHS Region 9,1 wk ahead,Bin,percent,3.6,3.7,0.010196312
HHS Region 9,1 wk ahead,Bin,percent,3.7,3.8,0.007727884
HHS Region 9,1 wk ahead,Bin,percent,3.8,3.9,0.00966577
HHS Region 9,1 wk ahead,Bin,percent,3.9,4,0.011820724
HHS Region 9,1 wk ahead,Bin,percent,4,4.1,0.01413779
HHS Region 9,1 wk ahead,Bin,percent,4.1,4.2,0.016518266
HHS Region 9,1 wk ahead,Bin,percent,4.2,4.3,0.018792795
HHS Region 9,1 wk ahead,Bin,percent,4.3,4.4,0.02086298
HHS Region 9,1 wk ahead,Bin,percent,4.4,4.5,0.022640875
HHS Region 9,1 wk ahead,Bin,percent,4.5,4.6,0.040653431
HHS Region 9,1 wk ahead,Bin,percent,4.6,4.7,0.033389588
HHS Region 9,1 wk ahead,Bin,percent,4.7,4.8,0.0380311
HHS Region 9,1 wk ahead,Bin,percent,4.8,4.9,0.050409008
HHS Region 9,1 wk ahead,Bin,percent,4.9,5,0.053961152
HHS Region 9,1 wk ahead,Bin,percent,5,5.1,0.044650015
HHS Region 9,1 wk ahead,Bin,percent,5.1,5.2,0.047439543
HHS Region 9,1 wk ahead,Bin,percent,5.2,5.3,0.049917035
HHS Region 9,1 wk ahead,Bin,percent,5.3,5.4,0.035565773
HHS Region 9,1 wk ahead,Bin,percent,5.4,5.5,0.050143744
HHS Region 9,1 wk ahead,Bin,percent,5.5,5.6,0.039996489
HHS Region 9,1 wk ahead,Bin,percent,5.6,5.7,0.054945221
HHS Region 9,1 wk ahead,Bin,percent,5.7,5.8,0.032822555
HHS Region 9,1 wk ahead,Bin,percent,5.8,5.9,0.023284358
HHS Region 9,1 wk ahead,Bin,percent,5.9,6,0.013805731
HHS Region 9,1 wk ahead,Bin,percent,6,6.1,0.012668037
HHS Region 9,1 wk ahead,Bin,percent,6.1,6.2,0.015729755
HHS Region 9,1 wk ahead,Bin,percent,6.2,6.3,0.014749533
HHS Region 9,1 wk ahead,Bin,percent,6.3,6.4,0.009772633
HHS Region 9,1 wk ahead,Bin,percent,6.4,6.5,0.013217386
HHS Region 9,1 wk ahead,Bin,percent,6.5,6.6,0.008526562
HHS Region 9,1 wk ahead,Bin,percent,6.6,6.7,0.008133588
HHS Region 9,1 wk ahead,Bin,percent,6.7,6.8,0.01206556
HHS Region 9,1 wk ahead,Bin,percent,6.8,6.9,0.003686426
HHS Region 9,1 wk ahead,Bin,percent,6.9,7,0.016042477
HHS Region 9,1 wk ahead,Bin,percent,7,7.1,0.003465723
HHS Region 9,1 wk ahead,Bin,percent,7.1,7.2,0.003289652
HHS Region 9,1 wk ahead,Bin,percent,7.2,7.3,0.011407044
HHS Region 9,1 wk ahead,Bin,percent,7.3,7.4,0.007093523
HHS Region 9,1 wk ahead,Bin,percent,7.4,7.5,0.002749429
HHS Region 9,1 wk ahead,Bin,percent,7.5,7.6,0.002514234
HHS Region 9,1 wk ahead,Bin,percent,7.6,7.7,0.002274768
HHS Region 9,1 wk ahead,Bin,percent,7.7,7.8,0.002066132
HHS Region 9,1 wk ahead,Bin,percent,7.8,7.9,0.001891526
HHS Region 9,1 wk ahead,Bin,percent,7.9,8,0.001723706
HHS Region 9,1 wk ahead,Bin,percent,8,8.1,0.005697874
HHS Region 9,1 wk ahead,Bin,percent,8.1,8.2,0.001384912
HHS Region 9,1 wk ahead,Bin,percent,8.2,8.3,0.001249137
HHS Region 9,1 wk ahead,Bin,percent,8.3,8.4,0.001148989
HHS Region 9,1 wk ahead,Bin,percent,8.4,8.5,0.001087949
HHS Region 9,1 wk ahead,Bin,percent,8.5,8.6,0.001055805
HHS Region 9,1 wk ahead,Bin,percent,8.6,8.7,0.001043609
HHS Region 9,1 wk ahead,Bin,percent,8.7,8.8,0.001035363
HHS Region 9,1 wk ahead,Bin,percent,8.8,8.9,0.001020702
HHS Region 9,1 wk ahead,Bin,percent,8.9,9,0.000997729
HHS Region 9,1 wk ahead,Bin,percent,9,9.1,0.000969218
HHS Region 9,1 wk ahead,Bin,percent,9.1,9.2,0.000939881
HHS Region 9,1 wk ahead,Bin,percent,9.2,9.3,0.000913447
HHS Region 9,1 wk ahead,Bin,percent,9.3,9.4,0.000892311
HHS Region 9,1 wk ahead,Bin,percent,9.4,9.5,0.000878496
HHS Region 9,1 wk ahead,Bin,percent,9.5,9.6,0.000870358
HHS Region 9,1 wk ahead,Bin,percent,9.6,9.7,0.000866015
HHS Region 9,1 wk ahead,Bin,percent,9.7,9.8,0.000863562
HHS Region 9,1 wk ahead,Bin,percent,9.8,9.9,0.000862091
HHS Region 9,1 wk ahead,Bin,percent,9.9,10,0.000861123
HHS Region 9,1 wk ahead,Bin,percent,10,10.1,0.000860483
HHS Region 9,1 wk ahead,Bin,percent,10.1,10.2,0.000860088
HHS Region 9,1 wk ahead,Bin,percent,10.2,10.3,0.000859855
HHS Region 9,1 wk ahead,Bin,percent,10.3,10.4,0.000859725
HHS Region 9,1 wk ahead,Bin,percent,10.4,10.5,0.000859656
HHS Region 9,1 wk ahead,Bin,percent,10.5,10.6,0.000859623
HHS Region 9,1 wk ahead,Bin,percent,10.6,10.7,0.000859608
HHS Region 9,1 wk ahead,Bin,percent,10.7,10.8,0.000859602
HHS Region 9,1 wk ahead,Bin,percent,10.8,10.9,0.0008596
HHS Region 9,1 wk ahead,Bin,percent,10.9,11,0.000859598
HHS Region 9,1 wk ahead,Bin,percent,11,11.1,0.000859597
HHS Region 9,1 wk ahead,Bin,percent,11.1,11.2,0.000859596
HHS Region 9,1 wk ahead,Bin,percent,11.2,11.3,0.000859596
