Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value,
HHS Region 9,2 wk ahead,Bin,percent,3.8,3.9,0.000441716,
HHS Region 9,2 wk ahead,Bin,percent,3.9,4,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,4,4.1,0.000441716,
HHS Region 9,2 wk ahead,Bin,percent,4.1,4.2,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,4.2,4.3,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,4.3,4.4,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,4.4,4.5,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,4.5,4.6,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,4.6,4.7,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,4.7,4.8,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,4.8,4.9,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,4.9,5,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,5,5.1,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,5.1,5.2,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,5.2,5.3,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,5.3,5.4,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,5.4,5.5,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,5.5,5.6,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,5.6,5.7,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,5.7,5.8,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,5.8,5.9,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,5.9,6,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,6,6.1,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,6.1,6.2,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,6.2,6.3,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,6.3,6.4,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,6.4,6.5,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,6.5,6.6,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,6.6,6.7,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,6.7,6.8,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,6.8,6.9,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,6.9,7,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,7,7.1,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,7.1,7.2,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,7.2,7.3,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,7.3,7.4,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,7.4,7.5,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,7.5,7.6,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,7.6,7.7,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,7.7,7.8,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,7.8,7.9,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,7.9,8,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,8,8.1,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,8.1,8.2,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,8.2,8.3,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,8.3,8.4,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,8.4,8.5,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,8.5,8.6,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,8.6,8.7,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,8.7,8.8,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,8.8,8.9,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,8.9,9,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,9,9.1,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,9.1,9.2,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,9.2,9.3,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,9.3,9.4,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,9.4,9.5,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,9.5,9.6,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,9.6,9.7,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,9.7,9.8,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,9.8,9.9,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,9.9,10,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,10,10.1,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,10.1,10.2,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,10.2,10.3,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,10.3,10.4,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,10.4,10.5,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,10.5,10.6,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,10.6,10.7,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,10.7,10.8,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,10.8,10.9,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,10.9,11,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,11,11.1,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,11.1,11.2,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,11.2,11.3,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,11.3,11.4,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,11.4,11.5,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,11.5,11.6,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,11.6,11.7,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,11.7,11.8,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,11.8,11.9,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,11.9,12,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,12,12.1,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,12.1,12.2,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,12.2,12.3,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,12.3,12.4,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,12.4,12.5,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,12.5,12.6,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,12.6,12.7,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,12.7,12.8,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,12.8,12.9,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,12.9,13,0.000331411,
HHS Region 9,2 wk ahead,Bin,percent,13,100,2.51E-05,
HHS Region 9,3 wk ahead,Point,percent,NA,NA,1.4,
HHS Region 9,3 wk ahead,Bin,percent,0,0.1,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,0.1,0.2,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,0.2,0.3,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,0.3,0.4,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,0.4,0.5,0.00055624,
HHS Region 9,3 wk ahead,Bin,percent,0.5,0.6,0.001273349,
HHS Region 9,3 wk ahead,Bin,percent,0.6,0.7,0.002683447,
HHS Region 9,3 wk ahead,Bin,percent,0.7,0.8,0.005205961,
HHS Region 9,3 wk ahead,Bin,percent,0.8,0.9,0.009297634,
HHS Region 9,3 wk ahead,Bin,percent,0.9,1,0.015286525,
HHS Region 9,3 wk ahead,Bin,percent,1,1.1,0.023137207,
HHS Region 9,3 wk ahead,Bin,percent,1.1,1.2,0.032238864,
HHS Region 9,3 wk ahead,Bin,percent,1.2,1.3,0.078558843,
HHS Region 9,3 wk ahead,Bin,percent,1.3,1.4,0.091483229,
HHS Region 9,3 wk ahead,Bin,percent,1.4,1.5,0.07305098,
HHS Region 9,3 wk ahead,Bin,percent,1.5,1.6,0.073092632,
HHS Region 9,3 wk ahead,Bin,percent,1.6,1.7,0.084338762,
HHS Region 9,3 wk ahead,Bin,percent,1.7,1.8,0.051498326,
HHS Region 9,3 wk ahead,Bin,percent,1.8,1.9,0.054194841,
HHS Region 9,3 wk ahead,Bin,percent,1.9,2,0.0233011,
HHS Region 9,3 wk ahead,Bin,percent,2,2.1,0.035382476,
HHS Region 9,3 wk ahead,Bin,percent,2.1,2.2,0.018467416,
HHS Region 9,3 wk ahead,Bin,percent,2.2,2.3,0.033398069,
HHS Region 9,3 wk ahead,Bin,percent,2.3,2.4,0.015423466,
HHS Region 9,3 wk ahead,Bin,percent,2.4,2.5,0.013996466,
HHS Region 9,3 wk ahead,Bin,percent,2.5,2.6,0.013269478,
HHS Region 9,3 wk ahead,Bin,percent,2.6,2.7,0.014825271,
HHS Region 9,3 wk ahead,Bin,percent,2.7,2.8,0.026622271,
HHS Region 9,3 wk ahead,Bin,percent,2.8,2.9,0.013917771,
HHS Region 9,3 wk ahead,Bin,percent,2.9,3,0.011195771,
HHS Region 9,3 wk ahead,Bin,percent,3,3.1,0.011195771,
HHS Region 9,3 wk ahead,Bin,percent,3.1,3.2,0.013010271,
HHS Region 9,3 wk ahead,Bin,percent,3.2,3.3,0.027529271,
HHS Region 9,3 wk ahead,Bin,percent,3.3,3.4,0.010288271,
HHS Region 9,3 wk ahead,Bin,percent,3.4,3.5,0.007565771,
HHS Region 9,3 wk ahead,Bin,percent,3.5,3.6,0.007565771,
HHS Region 9,3 wk ahead,Bin,percent,3.6,3.7,0.010288271,
HHS Region 9,3 wk ahead,Bin,percent,3.7,3.8,0.017547771,
HHS Region 9,3 wk ahead,Bin,percent,3.8,3.9,0.006658271,
HHS Region 9,3 wk ahead,Bin,percent,3.9,4,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,4,4.1,0.006658271,
HHS Region 9,3 wk ahead,Bin,percent,4.1,4.2,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,4.2,4.3,0.005750771,
HHS Region 9,3 wk ahead,Bin,percent,4.3,4.4,0.012102771,
HHS Region 9,3 wk ahead,Bin,percent,4.4,4.5,0.008473271,
HHS Region 9,3 wk ahead,Bin,percent,4.5,4.6,0.006658271,
HHS Region 9,3 wk ahead,Bin,percent,4.6,4.7,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,4.7,4.8,0.005750771,
HHS Region 9,3 wk ahead,Bin,percent,4.8,4.9,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,4.9,5,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,5,5.1,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,5.1,5.2,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,5.2,5.3,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,5.3,5.4,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,5.4,5.5,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,5.5,5.6,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,5.6,5.7,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,5.7,5.8,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,5.8,5.9,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,5.9,6,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,6,6.1,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,6.1,6.2,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,6.2,6.3,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,6.3,6.4,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,6.4,6.5,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,6.5,6.6,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,6.6,6.7,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,6.7,6.8,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,6.8,6.9,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,6.9,7,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,7,7.1,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,7.1,7.2,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,7.2,7.3,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,7.3,7.4,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,7.4,7.5,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,7.5,7.6,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,7.6,7.7,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,7.7,7.8,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,7.8,7.9,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,7.9,8,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,8,8.1,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,8.1,8.2,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,8.2,8.3,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,8.3,8.4,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,8.4,8.5,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,8.5,8.6,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,8.6,8.7,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,8.7,8.8,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,8.8,8.9,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,8.9,9,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,9,9.1,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,9.1,9.2,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,9.2,9.3,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,9.3,9.4,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,9.4,9.5,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,9.5,9.6,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,9.6,9.7,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,9.7,9.8,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,9.8,9.9,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,9.9,10,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,10,10.1,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,10.1,10.2,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,10.2,10.3,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,10.3,10.4,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,10.4,10.5,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,10.5,10.6,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,10.6,10.7,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,10.7,10.8,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,10.8,10.9,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,10.9,11,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,11,11.1,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,11.1,11.2,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,11.2,11.3,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,11.3,11.4,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,11.4,11.5,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,11.5,11.6,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,11.6,11.7,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,11.7,11.8,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,11.8,11.9,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,11.9,12,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,12,12.1,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,12.1,12.2,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,12.2,12.3,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,12.3,12.4,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,12.4,12.5,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,12.5,12.6,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,12.6,12.7,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,12.7,12.8,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,12.8,12.9,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,12.9,13,0.000306271,
HHS Region 9,3 wk ahead,Bin,percent,13,100,0,
HHS Region 9,4 wk ahead,Point,percent,NA,NA,1.8,
HHS Region 9,4 wk ahead,Bin,percent,0,0.1,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,0.1,0.2,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,0.2,0.3,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,0.3,0.4,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,0.4,0.5,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,0.5,0.6,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,0.6,0.7,0.000614494,
HHS Region 9,4 wk ahead,Bin,percent,0.7,0.8,0.001375128,
HHS Region 9,4 wk ahead,Bin,percent,0.8,0.9,0.003232328,
HHS Region 9,4 wk ahead,Bin,percent,0.9,1,0.005925629,
HHS Region 9,4 wk ahead,Bin,percent,1,1.1,0.013191014,
HHS Region 9,4 wk ahead,Bin,percent,1.1,1.2,0.023403335,
HHS Region 9,4 wk ahead,Bin,percent,1.2,1.3,0.034849624,
HHS Region 9,4 wk ahead,Bin,percent,1.3,1.4,0.054862181,
HHS Region 9,4 wk ahead,Bin,percent,1.4,1.5,0.070848541,
HHS Region 9,4 wk ahead,Bin,percent,1.5,1.6,0.090277186,
HHS Region 9,4 wk ahead,Bin,percent,1.6,1.7,0.099184584,
HHS Region 9,4 wk ahead,Bin,percent,1.7,1.8,0.102190199,
HHS Region 9,4 wk ahead,Bin,percent,1.8,1.9,0.099191437,
HHS Region 9,4 wk ahead,Bin,percent,1.9,2,0.085757383,
HHS Region 9,4 wk ahead,Bin,percent,2,2.1,0.071740834,
HHS Region 9,4 wk ahead,Bin,percent,2.1,2.2,0.058997897,
HHS Region 9,4 wk ahead,Bin,percent,2.2,2.3,0.047581575,
HHS Region 9,4 wk ahead,Bin,percent,2.3,2.4,0.03424331,
HHS Region 9,4 wk ahead,Bin,percent,2.4,2.5,0.022197588,
HHS Region 9,4 wk ahead,Bin,percent,2.5,2.6,0.015039575,
HHS Region 9,4 wk ahead,Bin,percent,2.6,2.7,0.009559302,
HHS Region 9,4 wk ahead,Bin,percent,2.7,2.8,0.006579297,
HHS Region 9,4 wk ahead,Bin,percent,2.8,2.9,0.005010908,
HHS Region 9,4 wk ahead,Bin,percent,2.9,3,0.002594262,
HHS Region 9,4 wk ahead,Bin,percent,3,3.1,0.001213856,
HHS Region 9,4 wk ahead,Bin,percent,3.1,3.2,0.000993245,
HHS Region 9,4 wk ahead,Bin,percent,3.2,3.3,0.001213856,
HHS Region 9,4 wk ahead,Bin,percent,3.3,3.4,0.000993245,
HHS Region 9,4 wk ahead,Bin,percent,3.4,3.5,0.001103551,
HHS Region 9,4 wk ahead,Bin,percent,3.5,3.6,0.000882939,
HHS Region 9,4 wk ahead,Bin,percent,3.6,3.7,0.000662328,
HHS Region 9,4 wk ahead,Bin,percent,3.7,3.8,0.000993245,
HHS Region 9,4 wk ahead,Bin,percent,3.8,3.9,0.000552022,
HHS Region 9,4 wk ahead,Bin,percent,3.9,4,0.000552022,
HHS Region 9,4 wk ahead,Bin,percent,4,4.1,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,4.1,4.2,0.000441716,
HHS Region 9,4 wk ahead,Bin,percent,4.2,4.3,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,4.3,4.4,0.000441716,
HHS Region 9,4 wk ahead,Bin,percent,4.4,4.5,0.000441716,
HHS Region 9,4 wk ahead,Bin,percent,4.5,4.6,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,4.6,4.7,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,4.7,4.8,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,4.8,4.9,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,4.9,5,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,5,5.1,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,5.1,5.2,0.000441716,
HHS Region 9,4 wk ahead,Bin,percent,5.2,5.3,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,5.3,5.4,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,5.4,5.5,0.000441716,
HHS Region 9,4 wk ahead,Bin,percent,5.5,5.6,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,5.6,5.7,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,5.7,5.8,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,5.8,5.9,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,5.9,6,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,6,6.1,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,6.1,6.2,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,6.2,6.3,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,6.3,6.4,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,6.4,6.5,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,6.5,6.6,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,6.6,6.7,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,6.7,6.8,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,6.8,6.9,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,6.9,7,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,7,7.1,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,7.1,7.2,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,7.2,7.3,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,7.3,7.4,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,7.4,7.5,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,7.5,7.6,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,7.6,7.7,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,7.7,7.8,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,7.8,7.9,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,7.9,8,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,8,8.1,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,8.1,8.2,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,8.2,8.3,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,8.3,8.4,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,8.4,8.5,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,8.5,8.6,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,8.6,8.7,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,8.7,8.8,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,8.8,8.9,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,8.9,9,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,9,9.1,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,9.1,9.2,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,9.2,9.3,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,9.3,9.4,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,9.4,9.5,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,9.5,9.6,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,9.6,9.7,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,9.7,9.8,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,9.8,9.9,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,9.9,10,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,10,10.1,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,10.1,10.2,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,10.2,10.3,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,10.3,10.4,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,10.4,10.5,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,10.5,10.6,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,10.6,10.7,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,10.7,10.8,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,10.8,10.9,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,10.9,11,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,11,11.1,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,11.1,11.2,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,11.2,11.3,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,11.3,11.4,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,11.4,11.5,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,11.5,11.6,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,11.6,11.7,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,11.7,11.8,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,11.8,11.9,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,11.9,12,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,12,12.1,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,12.1,12.2,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,12.2,12.3,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,12.3,12.4,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,12.4,12.5,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,12.5,12.6,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,12.6,12.7,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,12.7,12.8,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,12.8,12.9,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,12.9,13,0.000331411,
HHS Region 9,4 wk ahead,Bin,percent,13,100,2.51E-05,
HHS Region 10,Season onset,Point,week,NA,NA,#VALUE!,
HHS Region 10,Season onset,Bin,week,40,41,0,
HHS Region 10,Season onset,Bin,week,41,42,0,
HHS Region 10,Season onset,Bin,week,42,43,5.25E-06,
HHS Region 10,Season onset,Bin,week,43,44,0.044394394,
HHS Region 10,Season onset,Bin,week,44,45,0.078328653,
HHS Region 10,Season onset,Bin,week,45,46,0.112455265,
HHS Region 10,Season onset,Bin,week,46,47,0.105949557,
HHS Region 10,Season onset,Bin,week,47,48,0.12997757,
HHS Region 10,Season onset,Bin,week,48,49,0.074772124,
HHS Region 10,Season onset,Bin,week,49,50,0.077717955,
HHS Region 10,Season onset,Bin,week,50,51,0.065111284,
HHS Region 10,Season onset,Bin,week,51,52,0.058913774,
HHS Region 10,Season onset,Bin,week,52,53,0.126857865,
HHS Region 10,Season onset,Bin,week,1,2,0.050265007,
HHS Region 10,Season onset,Bin,week,2,3,0.005115757,
HHS Region 10,Season onset,Bin,week,3,4,0.007595736,
HHS Region 10,Season onset,Bin,week,4,5,0.017351124,
